Name	ID pre-miRNA
hsa-miR-4526	MI0016893
hsa-miR-4527	MI0016894
hsa-miR-4528	MI0016895
hsa-miR-4529-5p	MI0016896
hsa-miR-4529-3p	MI0016896
hsa-miR-4530	MI0016897
hsa-miR-4531	MI0016898
hsa-miR-4532	MI0016899
hsa-miR-4533	MI0016900
hsa-miR-4534	MI0016901
hsa-miR-378i	MI0016902
hsa-miR-4535	MI0016903
hsa-miR-548am-3p	MI0016904
hsa-miR-548am-5p	MI0016904
hsa-miR-1587	MI0016905
hsa-miR-4536-5p	MI0016906
hsa-miR-4536-3p	MI0016906
hsa-miR-548an	MI0016907
hsa-miR-4537	MI0016908
hsa-miR-4538	MI0016909
hsa-miR-4539	MI0016910
hsa-miR-4540	MI0016911
hsa-miR-3960	MI0016964
hsa-miR-3972	MI0016990
hsa-miR-3973	MI0016991
hsa-miR-3974	MI0016992
hsa-miR-3975	MI0016993
hsa-miR-3976	MI0016994
hsa-miR-3977	MI0016995
hsa-miR-3978	MI0016996
hsa-miR-4632	MI0017259
hsa-miR-4633-5p	MI0017260
hsa-miR-4633-3p	MI0017260
hsa-miR-4634	MI0017261
hsa-miR-4635	MI0017262
hsa-miR-4636	MI0017263
hsa-miR-4637	MI0017264
hsa-miR-4638-5p	MI0017265
hsa-miR-4638-3p	MI0017265
hsa-miR-4639-5p	MI0017266
hsa-miR-4639-3p	MI0017266
hsa-miR-4640-5p	MI0017267
hsa-miR-4640-3p	MI0017267
hsa-miR-4641	MI0017268
hsa-miR-4642	MI0017269
hsa-miR-4643	MI0017270
hsa-miR-4644	MI0017271
hsa-miR-4645-5p	MI0017272
hsa-miR-4645-3p	MI0017272
hsa-miR-4646-5p	MI0017273
hsa-miR-4646-3p	MI0017273
hsa-miR-4647	MI0017274
hsa-miR-4648	MI0017275
hsa-miR-4649-5p	MI0017276
hsa-miR-4649-3p	MI0017276
hsa-miR-4650-5p	MI0017277
hsa-miR-4650-3p	MI0017277
hsa-miR-4650-5p	MI0017278
hsa-miR-4650-3p	MI0017278
hsa-miR-4651	MI0017279
hsa-miR-4652-5p	MI0017280
hsa-miR-4652-3p	MI0017280
hsa-miR-4653-5p	MI0017281
hsa-miR-4653-3p	MI0017281
hsa-miR-4654	MI0017282
hsa-miR-4655-5p	MI0017283
hsa-miR-4655-3p	MI0017283
hsa-miR-4656	MI0017284
hsa-miR-4657	MI0017285
hsa-miR-4658	MI0017286
hsa-miR-4659a-5p	MI0017287
hsa-miR-4659a-3p	MI0017287
hsa-miR-4660	MI0017288
hsa-miR-4661-5p	MI0017289
hsa-miR-4661-3p	MI0017289
hsa-miR-4662a-5p	MI0017290
hsa-miR-4662a-3p	MI0017290
hsa-miR-4659b-5p	MI0017291
hsa-miR-4659b-3p	MI0017291
hsa-miR-4663	MI0017292
hsa-miR-4662b	MI0017293
hsa-miR-4664-5p	MI0017294
hsa-miR-4664-3p	MI0017294
hsa-miR-4665-5p	MI0017295
hsa-miR-4665-3p	MI0017295
hsa-miR-4666a-5p	MI0017296
hsa-miR-4666a-3p	MI0017296
hsa-miR-4667-5p	MI0017297
hsa-miR-4667-3p	MI0017297
hsa-miR-4668-5p	MI0017298
hsa-miR-4668-3p	MI0017298
hsa-miR-2964a-5p	MI0017299
hsa-miR-2964a-3p	MI0017299
hsa-miR-4669	MI0017300
hsa-miR-4670-5p	MI0017301
hsa-miR-4670-3p	MI0017301
hsa-miR-4671-5p	MI0017302
hsa-miR-4671-3p	MI0017302
hsa-miR-4672	MI0017303
hsa-miR-4673	MI0017304
hsa-miR-4674	MI0017305
hsa-miR-4675	MI0017306
hsa-miR-4676-5p	MI0017307
hsa-miR-4676-3p	MI0017307
hsa-miR-4677-5p	MI0017308
hsa-miR-4677-3p	MI0017308
hsa-miR-4678	MI0017309
hsa-miR-4679	MI0017310
hsa-miR-4679	MI0017311
hsa-miR-4680-5p	MI0017312
hsa-miR-4680-3p	MI0017312
hsa-miR-4681	MI0017313
hsa-miR-4682	MI0017314
hsa-miR-4683	MI0017315
hsa-miR-4684-5p	MI0017316
hsa-miR-4684-3p	MI0017316
hsa-miR-4685-5p	MI0017317
hsa-miR-4685-3p	MI0017317
hsa-miR-4686	MI0017318
hsa-miR-4687-5p	MI0017319
hsa-miR-4687-3p	MI0017319
hsa-miR-1343	MI0017320
hsa-miR-4688	MI0017321
hsa-miR-4689	MI0017322
hsa-miR-4690-5p	MI0017323
hsa-miR-4690-3p	MI0017323
hsa-miR-4691-5p	MI0017324
hsa-miR-4691-3p	MI0017324
hsa-miR-4692	MI0017325
hsa-miR-4693-5p	MI0017326
hsa-miR-4693-3p	MI0017326
hsa-miR-4694-5p	MI0017327
hsa-miR-4694-3p	MI0017327
hsa-miR-4695-5p	MI0017328
hsa-miR-4695-3p	MI0017328
hsa-miR-4696	MI0017329
hsa-miR-4697-5p	MI0017330
hsa-miR-4697-3p	MI0017330
hsa-miR-4698	MI0017331
hsa-miR-4699-5p	MI0017332
hsa-miR-4699-3p	MI0017332
hsa-miR-4700-5p	MI0017333
hsa-miR-4700-3p	MI0017333
hsa-miR-4701-5p	MI0017334
hsa-miR-4701-3p	MI0017334
hsa-miR-3198	MI0017335
hsa-miR-4703-5p	MI0017336
hsa-miR-4703-3p	MI0017336
hsa-miR-4704-5p	MI0017337
hsa-miR-4704-3p	MI0017337
hsa-miR-4705	MI0017338
hsa-miR-4706	MI0017339
hsa-miR-4707-5p	MI0017340
hsa-miR-4707-3p	MI0017340
hsa-miR-4708-5p	MI0017341
hsa-miR-4708-3p	MI0017341
hsa-miR-4709-5p	MI0017342
hsa-miR-4709-3p	MI0017342
hsa-miR-3545-5p	MI0017343
hsa-miR-3545-3p	MI0017343
hsa-miR-4710	MI0017344
hsa-miR-4711-5p	MI0017345
hsa-miR-4711-3p	MI0017345
hsa-miR-4712-5p	MI0017346
hsa-miR-4712-3p	MI0017346
hsa-miR-4713-5p	MI0017347
hsa-miR-4713-3p	MI0017347
hsa-miR-4714-5p	MI0017348
hsa-miR-4714-3p	MI0017348
hsa-miR-4715-5p	MI0017349
hsa-miR-4715-3p	MI0017349
hsa-miR-4716-5p	MI0017350
hsa-miR-4716-3p	MI0017350
hsa-miR-3529-5p	MI0017351
hsa-miR-3529-3p	MI0017351
hsa-miR-4717-5p	MI0017352
hsa-miR-4717-3p	MI0017352
hsa-miR-4718	MI0017353
hsa-miR-4719	MI0017354
hsa-miR-4720-5p	MI0017355
hsa-miR-4720-3p	MI0017355
hsa-miR-4721	MI0017356
hsa-miR-4722-5p	MI0017357
hsa-miR-4722-3p	MI0017357
hsa-miR-4520b-5p	MI0017358
hsa-miR-4520b-3p	MI0017358
hsa-miR-4723-5p	MI0017359
hsa-miR-4723-3p	MI0017359
hsa-miR-451b	MI0017360
hsa-miR-4724-5p	MI0017361
hsa-miR-4724-3p	MI0017361
hsa-miR-4725-5p	MI0017362
hsa-miR-4725-3p	MI0017362
hsa-miR-4726-5p	MI0017363
hsa-miR-4726-3p	MI0017363
hsa-miR-4727-5p	MI0017364
hsa-miR-4727-3p	MI0017364
hsa-miR-4728-5p	MI0017365
hsa-miR-4728-3p	MI0017365
hsa-miR-4729	MI0017366
hsa-miR-4730	MI0017367
hsa-miR-4731-5p	MI0017368
hsa-miR-4731-3p	MI0017368
hsa-miR-4732-5p	MI0017369
hsa-miR-4732-3p	MI0017369
hsa-miR-4733-5p	MI0017370
hsa-miR-4733-3p	MI0017370
hsa-miR-4734	MI0017371
hsa-miR-4735-5p	MI0017372
hsa-miR-4735-3p	MI0017372
hsa-miR-4736	MI0017373
hsa-miR-4737	MI0017374
hsa-miR-3064-5p	MI0017375
hsa-miR-3064-3p	MI0017375
hsa-miR-4738-5p	MI0017376
hsa-miR-4738-3p	MI0017376
hsa-miR-4739	MI0017377
hsa-miR-4740-5p	MI0017378
hsa-miR-4740-3p	MI0017378
hsa-miR-4741	MI0017379
hsa-miR-4742-5p	MI0017380
hsa-miR-4742-3p	MI0017380
hsa-miR-4743	MI0017381
hsa-miR-4744	MI0017382
hsa-miR-3591-5p	MI0017383
hsa-miR-3591-3p	MI0017383
hsa-miR-4745-5p	MI0017384
hsa-miR-4745-3p	MI0017384
hsa-miR-4746-5p	MI0017385
hsa-miR-4746-3p	MI0017385
hsa-miR-4747-5p	MI0017386
hsa-miR-4747-3p	MI0017386
hsa-miR-4748	MI0017387
hsa-miR-4749-5p	MI0017388
hsa-miR-4749-3p	MI0017388
hsa-miR-4750	MI0017389
hsa-miR-4751	MI0017390
hsa-miR-4752	MI0017391
hsa-miR-4753-5p	MI0017392
hsa-miR-4753-3p	MI0017392
hsa-miR-371b-5p	MI0017393
hsa-miR-371b-3p	MI0017393
hsa-miR-4754	MI0017394
hsa-miR-4755-5p	MI0017395
hsa-miR-4755-3p	MI0017395
hsa-miR-499b-5p	MI0017396
hsa-miR-499b-3p	MI0017396
hsa-miR-4756-5p	MI0017397
hsa-miR-4756-3p	MI0017397
hsa-miR-4757-5p	MI0017398
hsa-miR-4757-3p	MI0017398
hsa-miR-4758-5p	MI0017399
hsa-miR-4758-3p	MI0017399
hsa-miR-4759	MI0017400
hsa-miR-4760-5p	MI0017401
hsa-miR-4760-3p	MI0017401
hsa-miR-4761-5p	MI0017402
hsa-miR-4761-3p	MI0017402
hsa-miR-4762-5p	MI0017403
hsa-miR-4762-3p	MI0017403
hsa-miR-4763-5p	MI0017404
hsa-miR-4763-3p	MI0017404
hsa-miR-4764-5p	MI0017405
hsa-miR-4764-3p	MI0017405
hsa-miR-4765	MI0017406
hsa-miR-4766-5p	MI0017407
hsa-miR-4766-3p	MI0017407
hsa-miR-4767	MI0017408
hsa-miR-4768-5p	MI0017409
hsa-miR-4768-3p	MI0017409
hsa-miR-4769-5p	MI0017410
hsa-miR-4769-3p	MI0017410
hsa-miR-4770	MI0017411
hsa-miR-4771	MI0017412
hsa-miR-4771	MI0017413
hsa-miR-4772-5p	MI0017414
hsa-miR-4772-3p	MI0017414
hsa-miR-4773	MI0017415
hsa-miR-4773	MI0017416
hsa-miR-4774-5p	MI0017417
hsa-miR-4774-3p	MI0017417
hsa-miR-4775	MI0017418
hsa-miR-4776-5p	MI0017419
hsa-miR-4776-3p	MI0017419
hsa-miR-4776-5p	MI0017420
hsa-miR-4776-3p	MI0017420
hsa-miR-4777-5p	MI0017421
hsa-miR-4777-3p	MI0017421
hsa-miR-4778-5p	MI0017422
hsa-miR-4778-3p	MI0017422
hsa-miR-4779	MI0017423
hsa-miR-4780	MI0017424
hsa-miR-4436b-5p	MI0017425
hsa-miR-4436b-3p	MI0017425
hsa-miR-4781-5p	MI0017426
hsa-miR-4781-3p	MI0017426
hsa-miR-4782-5p	MI0017427
hsa-miR-4782-3p	MI0017427
hsa-miR-4783-5p	MI0017428
hsa-miR-4783-3p	MI0017428
hsa-miR-4784	MI0017429
hsa-miR-4785	MI0017430
hsa-miR-1245b-5p	MI0017431
hsa-miR-1245b-3p	MI0017431
hsa-miR-2467-5p	MI0017432
hsa-miR-2467-3p	MI0017432
hsa-miR-4786-5p	MI0017433
hsa-miR-4786-3p	MI0017433
hsa-miR-4787-5p	MI0017434
hsa-miR-4787-3p	MI0017434
hsa-miR-4788	MI0017435
hsa-miR-4789-5p	MI0017436
hsa-miR-4789-3p	MI0017436
hsa-miR-4790-5p	MI0017437
hsa-miR-4790-3p	MI0017437
hsa-miR-4791	MI0017438
hsa-miR-4792	MI0017439
hsa-miR-4793-5p	MI0017440
hsa-miR-4793-3p	MI0017440
hsa-miR-4794	MI0017441
hsa-miR-4795-5p	MI0017442
hsa-miR-4795-3p	MI0017442
hsa-miR-4796-5p	MI0017443
hsa-miR-4796-3p	MI0017443
hsa-miR-4797-5p	MI0017444
hsa-miR-4797-3p	MI0017444
hsa-miR-4798-5p	MI0017445
hsa-miR-4798-3p	MI0017445
hsa-miR-4799-5p	MI0017446
hsa-miR-4799-3p	MI0017446
hsa-miR-3688-5p	MI0017447
hsa-miR-3688-3p	MI0017447
hsa-miR-4800-5p	MI0017448
hsa-miR-4800-3p	MI0017448
hsa-miR-4801	MI0017449
hsa-miR-4802-5p	MI0017450
hsa-miR-4802-3p	MI0017450
hsa-miR-4803	MI0017451
hsa-miR-4804-5p	MI0017452
hsa-miR-4804-3p	MI0017452
hsa-miR-4999-5p	MI0017865
hsa-miR-4999-3p	MI0017865
hsa-miR-5000-5p	MI0017866
hsa-miR-5000-3p	MI0017866
hsa-miR-5001-5p	MI0017867
hsa-miR-5001-3p	MI0017867
hsa-miR-5002-5p	MI0017868
hsa-miR-5002-3p	MI0017868
hsa-miR-5003-5p	MI0017869
hsa-miR-5003-3p	MI0017869
hsa-miR-5004-5p	MI0017870
hsa-miR-5004-3p	MI0017870
hsa-miR-548ao-5p	MI0017871
hsa-miR-548ao-3p	MI0017871
hsa-miR-5006-5p	MI0017873
hsa-miR-5006-3p	MI0017873
hsa-miR-5007-5p	MI0017874
hsa-miR-5007-3p	MI0017874
hsa-miR-548ap-5p	MI0017875
hsa-miR-548ap-3p	MI0017875
hsa-miR-5008-5p	MI0017876
hsa-miR-5008-3p	MI0017876
hsa-miR-5009-5p	MI0017877
hsa-miR-5009-3p	MI0017877
hsa-miR-5010-5p	MI0017878
hsa-miR-5010-3p	MI0017878
hsa-miR-5011-5p	MI0017879
hsa-miR-5011-3p	MI0017879
hsa-miR-5047	MI0017932
hsa-miR-5087	MI0017976
hsa-miR-5088	MI0017977
hsa-miR-5089	MI0017978
hsa-miR-5090	MI0017979
hsa-miR-5091	MI0017980
hsa-miR-5092	MI0017981
hsa-miR-5093	MI0017982
hsa-miR-5094	MI0017983
hsa-miR-5095	MI0018001
hsa-miR-1273f	MI0018002
hsa-miR-1273g-5p	MI0018003
hsa-miR-1273g-3p	MI0018003
hsa-miR-5096	MI0018004
hsa-miR-5186	MI0018165
hsa-miR-5187-5p	MI0018166
hsa-miR-5187-3p	MI0018166
hsa-miR-5188	MI0018167
hsa-miR-5189	MI0018168
hsa-miR-5190	MI0018169
hsa-miR-5191	MI0018170
hsa-miR-5192	MI0018171
hsa-miR-5193	MI0018172
hsa-miR-5194	MI0018173
hsa-miR-5195-5p	MI0018174
hsa-miR-5195-3p	MI0018174
hsa-miR-5196-5p	MI0018175
hsa-miR-5196-3p	MI0018175
hsa-miR-5197-5p	MI0018176
hsa-miR-5197-3p	MI0018176
hsa-miR-4436b-5p	MI0019110
hsa-miR-4436b-3p	MI0019110
hsa-miR-4444	MI0019111
hsa-miR-3670	MI0019112
hsa-miR-3680-5p	MI0019113
hsa-miR-3680-3p	MI0019113
hsa-miR-4524b-5p	MI0019114
hsa-miR-4524b-3p	MI0019114
hsa-miR-5571-5p	MI0019115
hsa-miR-5571-3p	MI0019115
hsa-miR-5100	MI0019116
hsa-miR-5572	MI0019117
hsa-miR-548aq-5p	MI0019130
hsa-miR-548aq-3p	MI0019130
hsa-miR-548ar-5p	MI0019131
hsa-miR-548ar-3p	MI0019131
hsa-miR-548as-5p	MI0019132
hsa-miR-548as-3p	MI0019132
hsa-miR-5579-5p	MI0019133
hsa-miR-5579-3p	MI0019133
hsa-miR-644b-5p	MI0019134
hsa-miR-644b-3p	MI0019134
hsa-miR-5580-5p	MI0019135
hsa-miR-5580-3p	MI0019135
hsa-miR-5581-5p	MI0019136
hsa-miR-5581-3p	MI0019136
hsa-miR-548at-5p	MI0019137
hsa-miR-548at-3p	MI0019137
hsa-miR-5582-5p	MI0019138
hsa-miR-5582-3p	MI0019138
hsa-miR-5583-5p	MI0019139
hsa-miR-5583-3p	MI0019139
hsa-miR-5583-5p	MI0019140
hsa-miR-5583-3p	MI0019140
hsa-miR-5584-5p	MI0019141
hsa-miR-5584-3p	MI0019141
hsa-miR-5585-5p	MI0019142
hsa-miR-5585-3p	MI0019142
hsa-miR-5586-5p	MI0019143
hsa-miR-5586-3p	MI0019143
hsa-miR-5587-5p	MI0019144
hsa-miR-5587-3p	MI0019144
hsa-miR-548au-5p	MI0019145
hsa-miR-548au-3p	MI0019145
hsa-miR-1295b-5p	MI0019146
hsa-miR-1295b-3p	MI0019146
hsa-miR-5588-5p	MI0019147
hsa-miR-5588-3p	MI0019147
hsa-miR-5589-5p	MI0019148
hsa-miR-5589-3p	MI0019148
hsa-miR-4536-5p	MI0019149
hsa-miR-4536-3p	MI0019149
hsa-miR-5590-5p	MI0019150
hsa-miR-5590-3p	MI0019150
hsa-miR-5591-5p	MI0019151
hsa-miR-5591-3p	MI0019151
hsa-miR-548av-5p	MI0019152
hsa-miR-548av-3p	MI0019152
hsa-miR-5680	MI0019280
hsa-miR-5681a	MI0019281
hsa-miR-5682	MI0019282
hsa-miR-548aw	MI0019283
hsa-miR-5683	MI0019284
hsa-miR-5684	MI0019285
hsa-miR-548ax	MI0019286
hsa-miR-5685	MI0019287
hsa-miR-5692c	MI0019288
hsa-miR-5692c	MI0019289
hsa-miR-5686	MI0019290
hsa-miR-5687	MI0019291
hsa-miR-5688	MI0019292
hsa-miR-5681b	MI0019293
hsa-miR-5689	MI0019294
hsa-miR-5690	MI0019295
hsa-miR-5691	MI0019296
hsa-miR-5692a	MI0019297
hsa-miR-5692a	MI0019298
hsa-miR-4666b	MI0019299
hsa-miR-5693	MI0019300
hsa-miR-5694	MI0019301
hsa-miR-5695	MI0019302
hsa-miR-5696	MI0019303
hsa-miR-5697	MI0019304
hsa-miR-5698	MI0019305
hsa-miR-5699	MI0019306
hsa-miR-5700	MI0019307
hsa-miR-5701	MI0019308
hsa-miR-5702	MI0019309
hsa-miR-5703	MI0019310
hsa-miR-5692b	MI0019311
hsa-miR-5704	MI0019312
hsa-miR-5705	MI0019313
hsa-miR-5706	MI0019314
hsa-miR-5707	MI0019315
hsa-miR-5708	MI0019316
hsa-miR-5701	MI0019593
